,age,job,marital,loan,day,duration,pdays,previous,poutcome,y
522,43,admin.,divorced,no,21,585,191,4,failure,no
523,47,blue-collar,married,no,8,293,-1,0,unknown,no
524,45,services,married,no,28,68,-1,0,unknown,no
525,57,retired,married,no,17,97,-1,0,unknown,no
526,27,admin.,married,no,9,1713,-1,0,unknown,no
527,49,unemployed,divorced,no,9,218,-1,0,unknown,no
528,43,services,married,no,14,109,360,2,failure,no
529,40,management,married,no,21,661,-1,0,unknown,no
530,32,services,single,no,6,145,-1,0,unknown,no
531,58,management,married,no,18,54,-1,0,unknown,no
532,34,admin.,single,no,20,111,-1,0,unknown,no
533,46,technician,divorced,no,14,566,-1,0,unknown,no
534,29,blue-collar,married,no,3,136,-1,0,unknown,no
535,52,blue-collar,married,no,4,273,-1,0,unknown,no
536,45,management,married,no,30,160,-1,0,unknown,no
537,26,management,single,no,28,76,-1,0,unknown,no
538,40,technician,married,no,19,44,-1,0,unknown,no
539,41,admin.,married,yes,27,239,-1,0,unknown,no
540,47,admin.,single,no,12,250,181,4,success,yes
541,27,technician,single,no,15,792,-1,0,unknown,no
542,27,services,married,no,23,198,-1,0,unknown,no
543,48,blue-collar,married,no,6,73,-1,0,unknown,no
544,49,admin.,married,no,20,157,-1,0,unknown,no
545,35,blue-collar,married,no,24,90,-1,0,unknown,no
546,47,self-employed,married,no,5,236,-1,0,unknown,no
547,54,management,married,no,16,118,-1,0,unknown,no
548,39,management,single,no,18,40,-1,0,unknown,no
549,28,student,single,no,17,346,-1,0,unknown,no
550,54,blue-collar,married,no,19,200,-1,0,unknown,no
551,34,technician,married,no,20,187,332,3,other,no
552,63,retired,married,no,11,113,80,1,failure,no
553,42,self-employed,married,no,16,192,-1,0,unknown,no
554,43,technician,single,no,29,92,-1,0,unknown,no
555,37,admin.,married,no,8,682,85,7,success,no
556,55,blue-collar,married,no,25,139,-1,0,unknown,no
557,43,management,single,no,6,501,-1,0,unknown,yes
558,41,blue-collar,married,yes,24,651,-1,0,unknown,yes
559,47,technician,divorced,no,18,405,-1,0,unknown,no
560,34,technician,married,no,23,350,-1,0,unknown,no
561,28,student,single,no,8,125,-1,0,unknown,no
562,36,services,married,no,13,36,-1,0,unknown,no
563,50,technician,married,no,21,35,176,1,failure,no
564,35,blue-collar,married,no,8,389,-1,0,unknown,no
565,40,technician,married,yes,29,194,247,1,failure,no
566,26,self-employed,single,no,29,168,-1,0,unknown,no
567,36,management,divorced,no,4,347,-1,0,unknown,no
568,59,unemployed,married,no,30,3025,-1,0,unknown,no
569,28,student,single,no,16,83,-1,0,unknown,no
570,46,entrepreneur,married,no,9,332,-1,0,unknown,no
571,50,self-employed,married,no,14,219,-1,0,unknown,no
572,53,management,married,no,16,427,150,1,failure,no
573,81,retired,married,no,19,65,-1,0,unknown,no
574,35,services,divorced,no,5,192,-1,0,unknown,no
575,58,retired,married,no,5,155,-1,0,unknown,no
576,44,services,married,yes,11,161,-1,0,unknown,no
577,38,management,married,no,21,533,-1,0,unknown,no
578,49,blue-collar,married,no,4,19,175,2,other,no
579,33,technician,single,yes,5,193,176,8,failure,no
580,29,management,married,yes,28,819,-1,0,unknown,no
581,28,technician,single,no,30,278,-1,0,unknown,yes
582,31,admin.,married,yes,4,211,-1,0,unknown,no
583,33,management,single,no,29,617,-1,0,unknown,no
584,52,technician,married,no,23,61,-1,0,unknown,no
585,43,management,divorced,no,25,197,-1,0,unknown,no
586,32,self-employed,single,no,18,34,-1,0,unknown,no
587,36,self-employed,married,yes,18,95,-1,0,unknown,no
588,41,blue-collar,married,no,3,147,-1,0,unknown,no
589,43,blue-collar,married,yes,4,668,-1,0,unknown,no
590,45,self-employed,married,no,5,87,-1,0,unknown,no
591,39,technician,married,yes,21,405,-1,0,unknown,no
592,41,services,married,yes,13,83,-1,0,unknown,no
593,31,technician,married,no,22,115,-1,0,unknown,no
594,37,unemployed,single,no,10,108,-1,0,unknown,no
595,28,entrepreneur,married,no,29,113,-1,0,unknown,no
596,47,housemaid,married,no,7,58,382,1,failure,no
597,37,housemaid,married,no,8,148,-1,0,unknown,no
598,60,retired,divorced,no,29,188,261,2,failure,no
599,43,technician,divorced,no,28,75,-1,0,unknown,no
600,58,retired,divorced,yes,8,523,-1,0,unknown,no
601,52,entrepreneur,married,yes,18,103,-1,0,unknown,no
602,50,blue-collar,married,no,17,146,147,4,success,no
603,32,services,single,no,2,356,-1,0,unknown,yes
604,42,blue-collar,married,no,17,71,-1,0,unknown,no
605,31,admin.,married,yes,8,189,-1,0,unknown,no
606,28,blue-collar,married,no,28,251,-1,0,unknown,no
607,36,technician,divorced,no,23,127,-1,0,unknown,no
608,51,unemployed,single,no,4,197,-1,0,unknown,no
609,46,technician,married,yes,5,84,-1,0,unknown,no
610,50,services,single,no,8,141,-1,0,unknown,no
611,32,blue-collar,married,no,2,171,-1,0,unknown,no
612,26,entrepreneur,single,no,21,262,-1,0,unknown,no
613,41,self-employed,married,no,7,352,-1,0,unknown,yes
614,39,technician,married,no,9,236,336,1,failure,no
615,31,blue-collar,married,no,2,184,-1,0,unknown,no
616,28,management,single,yes,25,568,-1,0,unknown,no
617,31,management,single,no,27,105,-1,0,unknown,no
618,30,technician,married,no,26,260,-1,0,unknown,no
619,35,technician,married,no,11,222,182,4,success,yes
620,33,blue-collar,married,no,6,447,-1,0,unknown,no
621,30,technician,single,no,21,239,-1,0,unknown,no
622,32,blue-collar,single,no,11,426,-1,0,unknown,no
623,40,management,single,no,12,333,58,3,failure,no
624,31,self-employed,married,no,6,174,-1,0,unknown,no
625,36,technician,married,yes,15,284,-1,0,unknown,no
626,33,management,single,no,8,428,-1,0,unknown,no
627,57,retired,married,yes,16,236,-1,0,unknown,no
628,45,technician,married,no,29,150,-1,0,unknown,no
629,59,management,married,no,24,237,206,2,failure,no
630,30,management,single,yes,25,1031,-1,0,unknown,yes
631,33,technician,married,no,30,107,105,3,failure,no
632,52,blue-collar,married,no,21,45,-1,0,unknown,no
633,83,retired,married,no,18,140,-1,0,unknown,no
634,58,self-employed,divorced,no,9,700,-1,0,unknown,yes
635,33,management,divorced,yes,18,155,-1,0,unknown,no
636,41,blue-collar,divorced,no,3,211,-1,0,unknown,no
637,31,self-employed,married,no,6,165,-1,0,unknown,no
638,35,blue-collar,divorced,yes,10,144,-1,0,unknown,no
639,27,management,single,no,5,590,-1,0,unknown,yes
640,57,admin.,divorced,no,20,43,-1,0,unknown,no
642,53,admin.,single,no,15,295,-1,0,unknown,no
643,39,management,married,no,2,526,-1,0,unknown,yes
644,32,entrepreneur,single,yes,28,27,-1,0,unknown,no
645,46,self-employed,married,no,12,1181,-1,0,unknown,yes
646,56,technician,married,no,26,103,-1,0,unknown,no
647,46,management,divorced,no,18,249,112,2,failure,no
648,29,entrepreneur,married,no,5,231,-1,0,unknown,no
649,60,management,married,yes,13,123,147,3,failure,no
650,33,housemaid,single,no,16,199,146,2,failure,no
651,27,entrepreneur,single,no,5,197,199,3,failure,no
652,50,self-employed,divorced,no,28,67,-1,0,unknown,no
653,45,services,married,yes,8,220,-1,0,unknown,no
654,58,retired,married,no,7,122,-1,0,unknown,no
655,59,retired,married,no,26,104,-1,0,unknown,no
656,58,retired,divorced,no,31,307,-1,0,unknown,no
657,64,retired,married,no,11,117,91,1,success,no
658,47,technician,married,no,5,253,342,1,success,no
659,40,management,married,no,17,770,-1,0,unknown,no
660,36,technician,divorced,yes,3,190,133,1,other,no
661,28,management,single,no,16,767,-1,0,unknown,yes
662,38,technician,single,no,1,232,-1,0,unknown,yes
663,53,entrepreneur,married,no,19,854,170,3,other,no
664,46,blue-collar,single,no,30,293,-1,0,unknown,no
665,54,technician,married,no,16,986,94,8,failure,no
666,32,management,married,no,19,66,-1,0,unknown,no
667,55,management,married,yes,2,114,208,1,failure,no
668,55,retired,divorced,no,17,205,-1,0,unknown,no
669,56,technician,married,yes,28,31,-1,0,unknown,no
670,40,blue-collar,married,no,11,113,-1,0,unknown,no
671,44,technician,married,no,6,200,253,1,failure,no
672,32,entrepreneur,married,no,21,158,135,1,failure,no
673,33,management,married,no,4,99,-1,0,unknown,no
674,41,unemployed,divorced,no,31,45,-1,0,unknown,no
675,37,technician,married,no,12,239,278,2,other,no
676,58,management,single,no,11,168,-1,0,unknown,no
677,52,blue-collar,married,yes,26,196,-1,0,unknown,no
678,49,services,single,no,11,319,-1,0,unknown,no
679,44,housemaid,married,no,17,209,-1,0,unknown,no
680,28,admin.,single,no,28,184,-1,0,unknown,no
681,31,technician,married,yes,29,156,-1,0,unknown,no
682,37,self-employed,married,no,31,35,-1,0,unknown,no
683,30,technician,single,no,19,88,-1,0,unknown,no
684,28,services,single,no,1,347,140,2,success,yes
685,46,services,married,no,16,126,149,8,failure,no
686,47,management,married,no,21,157,-1,0,unknown,no
687,35,blue-collar,married,no,12,212,-1,0,unknown,no
688,80,management,married,no,19,123,-1,0,unknown,no
689,30,technician,single,yes,7,306,-1,0,unknown,no
690,55,technician,single,no,2,63,-1,0,unknown,no
691,22,student,single,yes,16,119,-1,0,unknown,no
692,33,blue-collar,single,no,21,29,-1,0,unknown,no
693,53,entrepreneur,married,no,31,117,-1,0,unknown,no
694,49,management,married,no,18,231,-1,0,unknown,no
695,51,retired,married,yes,8,123,-1,0,unknown,no
696,41,self-employed,married,no,18,265,-1,0,unknown,no
697,34,technician,married,no,15,144,-1,0,unknown,no
698,36,blue-collar,single,yes,16,559,-1,0,unknown,no
699,35,entrepreneur,married,no,5,74,168,4,failure,no
700,29,services,married,no,10,183,-1,0,unknown,no
701,40,technician,single,no,24,631,-1,0,unknown,no
702,32,management,divorced,no,12,1282,-1,0,unknown,yes
703,48,blue-collar,married,no,13,108,-1,0,unknown,no
704,59,retired,married,no,11,1199,-1,0,unknown,yes
705,35,self-employed,divorced,no,23,736,-1,0,unknown,yes
706,33,technician,single,no,19,264,-1,0,unknown,no
707,55,retired,married,no,11,262,-1,0,unknown,no
708,41,blue-collar,married,no,13,244,-1,0,unknown,no
709,42,housemaid,married,no,19,107,-1,0,unknown,no
710,46,blue-collar,married,no,24,9,-1,0,unknown,no
711,35,housemaid,divorced,no,31,149,-1,0,unknown,no
712,28,technician,single,no,28,321,-1,0,unknown,no
713,25,student,single,no,17,224,322,3,failure,no
714,56,management,single,no,29,157,-1,0,unknown,no
715,30,admin.,single,no,25,250,-1,0,unknown,no
716,45,blue-collar,married,no,11,209,-1,0,unknown,no
717,40,management,married,no,20,111,-1,0,unknown,no
718,40,blue-collar,married,no,8,55,298,4,failure,no
719,39,blue-collar,married,yes,9,290,-1,0,unknown,no
720,48,entrepreneur,married,no,6,383,-1,0,unknown,no
721,31,technician,single,no,18,380,-1,0,unknown,no
722,32,management,married,no,2,124,-1,0,unknown,no
723,34,services,married,yes,8,224,-1,0,unknown,no
724,26,technician,single,no,29,240,182,8,other,no
725,31,management,married,no,15,385,364,9,other,no
726,37,management,single,no,6,133,-1,0,unknown,no
727,29,student,single,no,11,91,-1,0,unknown,no
728,57,technician,married,yes,7,63,-1,0,unknown,no
729,47,management,single,no,18,192,-1,0,unknown,no
730,38,self-employed,single,no,21,91,-1,0,unknown,no
731,48,blue-collar,married,yes,18,79,172,8,failure,no
732,50,management,married,yes,28,96,-1,0,unknown,yes
733,33,admin.,married,no,20,25,-1,0,unknown,no
734,28,admin.,single,no,7,227,-1,0,unknown,no
735,30,services,single,no,5,110,-1,0,unknown,no
736,52,technician,divorced,no,7,134,-1,0,unknown,no
737,36,technician,married,no,20,213,-1,0,unknown,yes
738,36,technician,single,no,4,75,273,1,failure,no
739,46,services,married,no,8,109,-1,0,unknown,no
740,57,management,married,no,20,162,-1,0,unknown,no
741,28,management,single,no,5,275,-1,0,unknown,yes
742,46,services,married,no,22,154,124,1,other,no
743,55,retired,married,no,14,632,-1,0,unknown,yes
744,33,management,married,yes,15,251,-1,0,unknown,no
745,53,management,married,yes,8,141,-1,0,unknown,no
746,41,technician,single,yes,3,154,-1,0,unknown,no
747,60,blue-collar,married,no,7,63,-1,0,unknown,no
748,35,entrepreneur,married,yes,8,259,-1,0,unknown,no
749,43,blue-collar,divorced,no,9,100,-1,0,unknown,no
750,57,admin.,divorced,no,15,17,-1,0,unknown,no
751,46,admin.,married,no,21,192,-1,0,unknown,no
752,31,blue-collar,married,no,19,97,-1,0,unknown,no
753,53,technician,married,no,25,41,-1,0,unknown,no
754,35,blue-collar,married,no,2,200,-1,0,unknown,no
755,32,admin.,single,no,20,91,-1,0,unknown,no
756,48,management,married,yes,1,264,-1,0,unknown,yes
757,50,admin.,married,no,21,397,-1,0,unknown,no
758,40,blue-collar,married,no,21,86,-1,0,unknown,no
759,42,entrepreneur,married,no,5,446,-1,0,unknown,no
760,59,admin.,married,no,9,304,-1,0,unknown,no
761,27,blue-collar,single,no,30,88,-1,0,unknown,no
762,32,management,single,no,20,86,-1,0,unknown,no
763,35,technician,single,no,13,63,-1,0,unknown,no
764,28,services,married,no,5,335,281,8,failure,no
765,37,management,divorced,no,29,293,162,4,failure,no
766,57,management,married,no,13,227,-1,0,unknown,no
767,42,admin.,single,no,5,146,-1,0,unknown,no
768,55,admin.,married,no,14,276,-1,0,unknown,no
769,52,management,married,no,15,238,323,2,failure,no
770,26,blue-collar,single,yes,31,14,-1,0,unknown,no
771,52,technician,married,no,19,144,-1,0,unknown,no
772,26,management,single,no,8,367,-1,0,unknown,no
773,33,unemployed,married,no,16,132,-1,0,unknown,no
774,24,blue-collar,single,yes,27,42,-1,0,unknown,no
775,37,management,divorced,no,5,227,-1,0,unknown,no
776,28,technician,single,no,18,40,349,6,failure,no
777,30,technician,single,no,7,614,-1,0,unknown,no
778,33,blue-collar,married,no,15,270,-1,0,unknown,no
780,33,blue-collar,married,no,23,304,-1,0,unknown,no
781,42,blue-collar,married,no,11,79,-1,0,unknown,no
782,37,management,married,no,3,101,-1,0,unknown,no
783,59,blue-collar,married,no,5,55,-1,0,unknown,no
784,27,blue-collar,single,no,19,205,-1,0,unknown,no
785,23,student,married,no,18,259,-1,0,unknown,no
786,51,management,divorced,no,13,60,-1,0,unknown,no
787,50,blue-collar,married,no,20,122,-1,0,unknown,no
788,43,technician,married,no,14,557,-1,0,unknown,no
789,37,blue-collar,divorced,no,11,42,-1,0,unknown,no
790,34,management,single,no,28,373,-1,0,unknown,no
791,41,management,married,no,14,80,-1,0,unknown,no
792,26,student,single,no,7,239,-1,0,unknown,no
793,49,management,divorced,no,8,29,-1,0,unknown,no
794,29,blue-collar,single,no,20,1663,-1,0,unknown,yes
795,30,management,single,no,20,186,-1,0,unknown,no
796,38,services,divorced,no,6,430,-1,0,unknown,no
797,58,management,married,no,24,58,-1,0,unknown,no
798,34,student,single,no,25,279,117,1,failure,no
799,53,services,divorced,no,28,332,-1,0,unknown,no
800,50,management,married,no,5,510,2,5,other,no
801,30,blue-collar,single,no,16,218,330,2,failure,no
802,40,management,married,no,17,74,256,1,failure,no
803,57,housemaid,single,no,8,676,-1,0,unknown,no
804,40,management,married,no,15,1259,333,18,failure,no
805,41,technician,married,yes,21,285,116,4,failure,no
806,53,technician,divorced,no,8,298,-1,0,unknown,no
807,48,blue-collar,married,yes,30,225,-1,0,unknown,no
808,32,technician,single,no,13,80,268,2,other,no
809,34,management,married,no,14,342,-1,0,unknown,yes
810,46,blue-collar,married,no,28,404,-1,0,unknown,no
811,45,services,divorced,yes,7,332,-1,0,unknown,no
812,51,admin.,single,no,30,158,-1,0,unknown,no
813,31,management,married,no,14,164,-1,0,unknown,no
814,47,technician,married,no,4,57,247,1,other,no
815,32,blue-collar,married,no,12,121,-1,0,unknown,no
816,41,technician,married,no,7,56,-1,0,unknown,no
817,37,services,single,no,3,178,-1,0,unknown,no
818,27,blue-collar,single,no,29,283,-1,0,unknown,no
819,27,services,married,no,7,113,337,2,other,no
820,50,management,married,no,20,22,-1,0,unknown,no
821,31,management,single,no,2,159,271,1,failure,no
822,40,self-employed,married,no,15,138,136,8,other,no
823,43,management,married,no,19,1015,198,2,other,yes
824,39,technician,married,no,2,182,-1,0,unknown,no
825,31,entrepreneur,single,no,4,112,-1,0,unknown,no
826,48,technician,married,no,10,114,-1,0,unknown,no
827,32,blue-collar,single,yes,29,80,-1,0,unknown,no
828,47,unemployed,married,no,30,66,241,1,other,no
829,35,management,single,no,26,135,-1,0,unknown,no
830,42,management,single,no,7,99,-1,0,unknown,no
831,47,blue-collar,married,no,5,761,-1,0,unknown,yes
832,59,retired,married,no,24,464,-1,0,unknown,no
833,38,admin.,married,no,20,20,-1,0,unknown,no
834,50,unemployed,married,no,29,206,-1,0,unknown,no
835,27,services,single,no,8,283,-1,0,unknown,no
836,55,housemaid,married,no,20,64,-1,0,unknown,no
837,39,services,single,no,15,667,357,3,other,yes
838,31,technician,single,no,4,73,-1,0,unknown,no
839,37,entrepreneur,married,no,20,156,-1,0,unknown,no
840,28,technician,single,no,3,559,-1,0,unknown,no
841,42,technician,married,no,20,143,-1,0,unknown,no
842,40,services,divorced,no,15,62,-1,0,unknown,no
843,59,management,single,yes,29,219,259,5,failure,no
844,40,services,single,no,15,15,-1,0,unknown,no
845,43,technician,married,no,16,567,-1,0,unknown,no
846,38,technician,single,no,29,188,-1,0,unknown,no
847,54,retired,married,no,11,159,-1,0,unknown,no
848,41,blue-collar,married,no,31,121,-1,0,unknown,no
849,55,housemaid,divorced,no,28,345,94,3,other,yes
850,33,management,married,no,20,717,-1,0,unknown,no
851,46,blue-collar,married,no,18,71,-1,0,unknown,no
852,36,management,married,no,18,144,-1,0,unknown,no
853,48,technician,divorced,yes,22,38,-1,0,unknown,no
854,42,management,married,no,28,60,-1,0,unknown,no
855,46,management,divorced,no,17,336,183,2,success,yes
856,49,technician,married,yes,27,92,-1,0,unknown,no
857,36,blue-collar,married,no,11,254,353,1,failure,no
858,34,technician,single,yes,14,104,85,19,failure,no
859,51,entrepreneur,divorced,yes,20,74,-1,0,unknown,no
860,58,blue-collar,married,no,19,156,-1,0,unknown,no
861,48,management,married,no,29,146,-1,0,unknown,no
862,41,admin.,single,no,19,882,-1,0,unknown,yes
863,49,self-employed,married,no,27,84,-1,0,unknown,no
864,43,management,married,no,19,114,-1,0,unknown,no
865,32,blue-collar,single,yes,2,957,-1,0,unknown,no
866,54,retired,married,no,11,67,-1,0,unknown,no
867,33,blue-collar,divorced,no,9,211,-1,0,unknown,no
868,35,technician,married,no,19,299,-1,0,unknown,no
869,56,technician,married,yes,11,102,349,1,failure,no
870,57,technician,married,yes,5,225,-1,0,unknown,no
871,31,housemaid,single,no,21,654,-1,0,unknown,yes
872,33,technician,single,no,14,234,-1,0,unknown,no
873,29,technician,single,no,24,48,-1,0,unknown,no
874,38,management,single,no,13,167,174,7,other,no
875,37,admin.,married,no,26,500,-1,0,unknown,no
876,33,entrepreneur,married,no,7,22,-1,0,unknown,no
877,30,management,single,no,19,258,-1,0,unknown,no
878,31,self-employed,single,yes,19,177,-1,0,unknown,no
879,28,technician,single,yes,28,62,-1,0,unknown,no
880,26,admin.,single,no,30,457,80,1,success,yes
881,31,technician,single,no,17,460,345,2,failure,no
882,50,housemaid,divorced,no,22,184,-1,0,unknown,no
